publish_date,company_name,industry,industry_raw,recruit_types,recruit_type_raw,company_nature,company_nature_raw,target_raw,grade_min,grade_max,education,positions,cities,notice_url,apply_url,deadline,deadline_date,remark
2026-07-31,超星学习通,教育培训/科研,教育/培训/科研,秋招,秋招,民企,民企,27届,27,27,本科,校园大使,远程/线上,https://mp.weixin.qq.com/s/ArK7qJm2XbRF78L_Kys-uA,https://office.chaoxing.com/apps/forms/mobile/apply.html?mappId=20800068&openid=&id=3448305&enc=912199c6cce414da80e4de5e22689bce&formAppId=&fidEnc=e1415bf352644bc0&userLoginInfo=userInfodeptId329906id6460563inserttime1618813515000mobileuid173679788unameupdatetime1726649085000&checkCode=7d3e03491ef34a128e61f6862eb4ea5b&defaultUid=173679788&uuid=473b1753a6ce4847875467e34bf255a9&isManager=false,招满即止,,
2026-07-31,北京金融发展服务有限公司,金融,金融业,秋招,秋招,央国企,央国企,27届,27,27,本科,管理培训生(平台运营管理岗),北京,https://mp.weixin.qq.com/s/oIFHUDAuof4xxqVbYEoZzQ?scene=1,https://mp.weixin.qq.com/s/oIFHUDAuof4xxqVbYEoZzQ?scene=1,招满即止,,
2026-07-31,东软集团,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,技术管培生,"沈阳,大连,上海,海外",https://mp.weixin.qq.com/s/XtUWgbiMc4DQR-bXkzTOug,https://neusoft-campus.zhiye.com/campus/detail?jobAdId=6cacae17-2ea7-4410-8c76-3c82bc642467,招满即止,,
2026-07-31,中永律师事务所,咨询/财会/法律,法律,日常实习,日常实习,民企,民企,27届-28届,27,28,本科,实习生,北京,https://mp.weixin.qq.com/s/i4NvKSF6S66UlGjlMMsZRQ,https://mp.weixin.qq.com/s/i4NvKSF6S66UlGjlMMsZRQ,招满即止,,
2026-07-31,4399游戏,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,"产品类,美术类,技术类,国内发行运营类,职能类,海外发行运营类",广州,https://mp.weixin.qq.com/s/xfd01XVSi6HfREf1wszDJw,https://hr.4399om.com/campus/graduate/?jobType=campus_chanpinlei&jobID=JO20260728001,招满即止,,
2026-07-31,新加坡航空,交通运输/物流,交通/物流/仓储,秋招,秋招,外企/合资,合资,27届,27,27,本科,空中乘务员,新加坡,https://mp.weixin.qq.com/s/0ois4CpZUQ8Tr6b_Cy5iQw?scene=1,https://mp.weixin.qq.com/s/0ois4CpZUQ8Tr6b_Cy5iQw?scene=1,2026-08-28,2026-08-28,
2026-07-31,厨芯科技,互联网/软件/游戏,IT/互联网/游戏,秋招提前批,秋招提前批,民企,民企,27届,27,27,本科,"全栈开发工程师(偏前端,偏后端)",苏州,https://mp.weixin.qq.com/s/p_j6Sm1TahmB3RkadVevwA,https://app.mokahr.com/campus-recruitment/honganrobots/150155?sessionid=#/jobs?zhineng0=19802,招满即止,,
2026-07-31,三棵树,能源/化工/环保,能源/化工/环保,秋招,秋招,民企,民企,26届,26,26,本科,2026届大学生(育树训练营),莆田,https://mp.weixin.qq.com/s/E6_Lf9iH0y4yYk95Q84Svg?scene=1,https://mp.weixin.qq.com/s/E6_Lf9iH0y4yYk95Q84Svg?scene=1,招满即止,,
2026-07-31,豪迈集团,机械/制造/汽车,机械/制造业,日常实习,日常实习,民企,民企,27届,27,27,本科,职能实习生,潍坊,https://mp.weixin.qq.com/s/Ry6ei5Vof0i6wdV3V2b9_A,https://himile1.zhiye.com/social/detail?jobAdId=d9140fec-a078-4b43-b6d0-d83b3070bb5e,招满即止,,
2026-07-31,百度移动生态事业群,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,百度移动生态事业群P-STAR产培生计划,北京,https://mp.weixin.qq.com/s/Chi7P0bJeTvgoO6lO85AHw,https://talent.baidu.com/jobs/detail/GRADUATE/79e85217-8204-4a5f-9b05-03b2bb2597bd,招满即止,,
2026-07-31,舜宇,"电子/半导体/通信,智能硬件/机器人","通信/电子/半导体, 智能硬件",秋招,秋招,民企,民企,27届-28届,27,28,本科,校园大使,远程/线上,https://mp.weixin.qq.com/s/vmfx6W97zTnUOTKGBVF7fQ,https://app.mokahr.com/campus-recruitment/sunnyoptical/146167#/job/542bd820-bc4a-4ba4-8de7-96d30afb071a?from=qrcode,2026-08-28,2026-08-28,
2026-07-31,全球化智库CCG,咨询/财会/法律,咨询,日常实习,日常实习,事业单位,央国企,27届-28届,27,28,本科,"媒体部实习生,研究部实习生,研究部（智库与智库历史研究方向）实习生,图书出版项目实习生,国际合作部实习生",北京,https://mp.weixin.qq.com/s/4DgA3I0Eq_Dm4Akq8A9cLg,https://mp.weixin.qq.com/s/4DgA3I0Eq_Dm4Akq8A9cLg,招满即止,,
2026-07-31,珞石机器人,智能硬件/机器人,智能硬件,秋招,秋招,民企,民企,27届,27,27,本科,"控制算法工程师,视觉算法工程师,软件工程师,机械工程师,机器人线束工程师,测试工程师,硬件工程师,伺服工程师,嵌入式工程师,具身控制算法工程师,售前解决方案工程师,具身智能销售工程师,技术服务工程师","北京,天津,上海,苏州,济南,武汉,深圳,海外,济宁",https://mp.weixin.qq.com/s/S9dYA7LeFtlUiH95vmKLdw,https://app135149.eapps.dingtalkcloud.com/campus-recruitment/luoshi/100004651?locale=zh-CN#/jobs,招满即止,,
2026-07-31,新华出版社,传媒/文化/出版,文化/传媒/广告/体育,日常实习,日常实习,央国企,央国企,27届-28届,27,28,本科,"图书编辑实习生,技术保障实习生",北京,https://mp.weixin.qq.com/s/2_N32NDeA0b3hdDJ4QwwBA,https://mp.weixin.qq.com/s/2_N32NDeA0b3hdDJ4QwwBA,2026-08-20,2026-08-20,
2026-07-31,金斯瑞,医疗/生物医药,医疗/医药/生物,日常实习,日常实习,民企,民企,26届-27届,26,27,本科,"实验助理研究员(26届全职),实验助理实习生(27届实习)",南京,https://mp.weixin.qq.com/s/wTXUczUZw12JFFZ6Lr57qQ?scene=1,https://www.genscript.com/careers,招满即止,,
2026-07-31,驭势科技,机械/制造/汽车,汽车制造/维修/零配件,秋招,秋招,民企,民企,27届-28届,27,28,本科,"VLA算法,世界模型算法,感知算法,规控算法,定位算法,嵌入式系统,仿真测试,系统工程师,销售经理,管培生,项目经理,软件中台工程师","北京,上海,武汉,深圳,重庆,香港,嘉兴,海外",https://mp.weixin.qq.com/s/O8NlRMyc3d9WZfFfub7W1Q,https://app.mokahr.com/campus_apply/yushi/3773#/jobs,招满即止,,
2026-07-31,乾元国家实验室（第二批）,教育培训/科研,教育/培训/科研,秋招提前批,秋招提前批,事业单位,事业单位,27届,27,27,博士,暑期开放日(第二批),杭州,https://mp.weixin.qq.com/s/OdY3DJo2v2yWJCL2L-PCdw?scene=1&click_id=1145303461,https://wecruit.hotjob.cn/SU66c2f6a11eb805432560440d/mc/detail?postId=108601&recruitType=society,2026-08-06,2026-08-06,
2026-07-31,紫金矿业,能源/化工/环保,能源/化工/环保,秋招,秋招,央国企,央国企,27届,27,27,本科,校园大使,远程/线上,https://mp.weixin.qq.com/s/MgNNGyl3ISWVB8Ev7lM5eQ,https://app.mokahr.com/campus-recruitment/zijinmining/166497#/job/c19181ab-3154-4220-94c5-c7f0994bdd51?from=qrcode,招满即止,,
2026-07-31,会世资产,金融,金融业,秋招,秋招,民企,民企,27届,27,27,本科,"量化研究员,量化IT开发工程师",上海,https://mp.weixin.qq.com/s/4GrAiQJ3KtLwGkT_Yjdw3A,https://mp.weixin.qq.com/s/4GrAiQJ3KtLwGkT_Yjdw3A,招满即止,,
2026-07-31,同惠电子,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,27届,27,27,本科,"硬件开发工程师,软件开发工程师,销售工程师,测试/应用工程师",常州,https://mp.weixin.qq.com/s/KabSUCBxzJAbFI5t9YbA1w,https://mp.weixin.qq.com/s/KabSUCBxzJAbFI5t9YbA1w,招满即止,,
2026-07-31,Garena,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,美术&表现类PM&策划类技术开发类市场&运营类,上海,https://app.mokahr.com/campus-recruitment/garena/148076?locale=zh-CN&sessionid=#/jobs?commitment%5B0%5D=%E5%85%A8%E8%81%8C&commitment%5B1%5D=%E5%AE%9E%E4%B9%A0&project=100130132,https://app.mokahr.com/campus-recruitment/garena/148076?locale=zh-CN&sessionid=#/jobs?commitment%5B0%5D=%E5%85%A8%E8%81%8C&commitment%5B1%5D=%E5%AE%9E%E4%B9%A0&project=100130132,2026-09-15,2026-09-15,
2026-07-31,哔哩哔哩,"传媒/文化/出版,互联网/软件/游戏","文化/传媒/广告/体育, IT/互联网/游戏",秋招,秋招,民企,民企,27届,27,27,本科,校园大使,远程/线上,https://mp.weixin.qq.com/s/YnqeReYivNCjDF6D7J3D6w,https://jobs.bilibili.com/campus/positions/29511,招满即止,,
2026-07-31,浙江省经济和信息化教育培训中心有限责任公司,教育培训/科研,教育/培训/科研,秋招,秋招,央国企,央国企,27届-28届,27,28,本科,新媒体运营实习生,杭州,https://mp.weixin.qq.com/s/-uxz8oQZaCVJ8O3VgOviBw,https://mp.weixin.qq.com/s/-uxz8oQZaCVJ8O3VgOviBw,招满即止,,
2026-07-31,茶颜家族,消费品/零售/快消,生活服务业,日常实习,日常实习,民企,民企,25届-27届,25,27,本科,"门店全职,学生兼职",广州,https://mp.weixin.qq.com/s/Bq8tvwLyaGPwr0p702Sqag?scene=1,https://cyys.zhiye.com/jobs?activityGuid=7d47bcb2-3bd6-49f2-8e9e-8c6762df1e07&memory=&silence=1,招满即止,,
2026-07-31,理工雷科,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,26届-27届,26,27,本科,"AI应用工程师,大数据工程师,测试工程师,软件工程师,CPU软件工程师,FPGA工程师,硬件工程师,雷达算法工程师,嵌入式工程师,雷达系统工程师,算法工程师,产品助理,产品经理,商务助理,项目经理,销售经理","北京,天津,西安,深圳,成都",https://mp.weixin.qq.com/s/wL1iPtMi2CO3W-serd93oA,https://mp.weixin.qq.com/s/wL1iPtMi2CO3W-serd93oA,招满即止,,
2026-07-31,曼胡默尔,机械/制造/汽车,汽车制造/维修/零配件,秋招,秋招,外企/合资,外企,27届,27,27,硕士,"管培生“曼芯生”,研发技术工程师",上海,https://mp.weixin.qq.com/s/hkZAIqFgllylhE5S2mDlqw,https://mp.weixin.qq.com/s/hkZAIqFgllylhE5S2mDlqw,招满即止,,
2026-07-31,淘宝闪购,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,应届生岗位(详情8月初官宣),杭州,https://mp.weixin.qq.com/s/CYrcW0JG86YryvXkXTWByg?scene=1,https://mp.weixin.qq.com/s/CYrcW0JG86YryvXkXTWByg?scene=1,招满即止,,
2026-07-31,至简动力,智能硬件/机器人,智能硬件,日常实习,日常实习,民企,民企,27届,27,27,本科,"机械结构设计实习生,VLA算法实习生,强化学习算法实习生,世界模型算法实习生,AI基础设施实习生,采购实习生,HR实习生","上海,北京,苏州",https://mp.weixin.qq.com/s/MSoyEYqpKkQdAYN1lpRvDg?scene=1,https://mp.weixin.qq.com/s/MSoyEYqpKkQdAYN1lpRvDg?scene=1,招满即止,,
2026-07-31,中国电科产业基础研究院,电子/半导体/通信,通信/电子/半导体,秋招提前批,秋招提前批,央国企,央国企,27届,27,27,硕士,"电子科学与技术,电磁场与微波技术,集成电路工程,电子与通信工程,微电子学与固体电子学,信号与系统,无线电物理,凝聚态物理,电力电子,光学工程,MEMS,材料科学与工程,化学工程,半导体材料,无机非金属材料,电子封装,机械工程,机械电子,计算机科学与技术,软件工程,自动化,测控技术与仪器,智能制造,统计学,数学,安全工程,人力资源,会计,审计等相关专业",石家庄,https://mp.weixin.qq.com/s/hr0XfrifK6_uHk8kVfGMew,https://mp.weixin.qq.com/s/hr0XfrifK6_uHk8kVfGMew,招满即止,,
2026-07-31,CVTE视源股份,智能硬件/机器人,智能硬件,秋招,秋招,民企,民企,27届,27,27,本科,"算法工程师,数据分析师,应用软件开发工程师,嵌入式系统软件开发工程师,人力资源,供应链管理,销售订单管理,销售工程师","苏州,合肥,广州,重庆,西安,全国",https://mp.weixin.qq.com/s/2GesAHpy7Nnr5RinZTGsxw,https://campus.cvte.com/project/7304f092b3cc11f083a91070fd64d1d0?entry=overseas,招满即止,,
2026-07-30,柠檬微趣,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,后台客户端数据策划 测试运维AI应用,北京,https://app.mokahr.com/apply/microfunhr/75944?sourceToken=e0f0242bf8ee47afc741c37f136a6664#/,https://app.mokahr.com/apply/microfunhr/75944?sourceToken=e0f0242bf8ee47afc741c37f136a6664#/jobs?page=1&anchorName=jobsList,招满即止,,
2026-07-30,HooliBoston,建筑/地产,房地产业/建筑业,暑期实习,暑期实习,民企,民企,27届-28届,27,28,本科,"房产实习生,资深房产经纪人,新媒体运营实习生,新媒体视频运营实习生",波士顿,https://mp.weixin.qq.com/s/WQHA76M5vn7I9IkrE2pTIQ?scene=1,https://mp.weixin.qq.com/s/WQHA76M5vn7I9IkrE2pTIQ?scene=1,招满即止,,
2026-07-30,名创优品,消费品/零售/快消,快速消费品,暑期实习,暑期实习,民企,民企,27届,27,27,本科,"展陈设计实习生,数据产品实习生,数据开发实习生,买手实习生,内容营销实习生,测试实习生,视觉陈列设计实习生,平面设计实习生,加盟发展实习生,招聘实习生,人力资源实习生,市场营销策划实习生,HRBP 实习生,环境艺术设计,室内设计,展览展示设计,工业设计,计算机,统计学,服装设计,产品设计,视觉传达,广告设计,平面设计,美术,人力资源,工商管理,心理学,文创,社会学",广州,https://www.xiaohongshu.com/explore/6a66b361000000001d00c5d1?app_platform=ios&app_version=9.39&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBXaZDniW35ytWo4376PucxMs1qerpBcLmqwlAtTS6-7s=&author_share=1&xhsshare=WeixinSession&shareRedId=ODY1RjVGRj02NzUyOTgwNjY0OThHRjlB&apptime=1785314706&share_id=d8940f4db2b4462098a5e05661adf644&code=1T5IqW6CvdB,https://www.xiaohongshu.com/explore/6a66b361000000001d00c5d1?app_platform=ios&app_version=9.39&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBXaZDniW35ytWo4376PucxMs1qerpBcLmqwlAtTS6-7s=&author_share=1&xhsshare=WeixinSession&shareRedId=ODY1RjVGRj02NzUyOTgwNjY0OThHRjlB&apptime=1785314706&share_id=d8940f4db2b4462098a5e05661adf644&code=1T5IqW6CvdB,招满即止,,
2026-07-30,粤海风,传媒/文化/出版,文化/传媒/广告/体育,日常实习,日常实习,事业单位,事业单位,不限届,0,99,本科,实习编辑,广州,https://mp.weixin.qq.com/s/A4cGtZ7yIzuvOgfYHfOV3w?scene=1,https://mp.weixin.qq.com/s/A4cGtZ7yIzuvOgfYHfOV3w?scene=1,招满即止,,
2026-07-30,腾讯KDD,互联网/软件/游戏,IT/互联网/游戏,秋招提前批,秋招提前批,民企,民企,27届,27,27,本科,"推荐系统,大语言模型,搜索广告,数据挖掘方向研究岗位（青云计划）",深圳,https://mp.weixin.qq.com/s/sZWojHGyHNrvnFpBQ7szRg?scene=1&click_id=1072907340,https://mp.weixin.qq.com/s/sZWojHGyHNrvnFpBQ7szRg?scene=1&click_id=1072907340,招满即止,,
2026-07-30,WCS中国,能源/化工/环保,能源/化工/环保,日常实习,日常实习,事业单位,事业单位,不限届,0,99,本科,信息分析实习生,广州,https://mp.weixin.qq.com/s/pEAMyO__ohYkUqNkkgZsJg,https://1xi.co/R9djkJ,招满即止,,
2026-07-30,毕马威,咨询/财会/法律,财务/审计/税务,春招补招,春招补招,外企/合资,合资,25届-26届,25,26,本科,"税务服务岗,风险咨询-精算服务岗,风险咨询-法证咨询服务岗,风险咨询-金融风险咨询服务岗,风险咨询-治理风险和合规服务岗,科技咨询-技术咨询方向岗,科技咨询-财务咨询方向岗","上海,成都,重庆,北京,深圳,广州",https://mp.weixin.qq.com/s/V8QHy_QkJhGr5YRIWaI5UQ?scene=1&click_id=1783000641,https://mp.weixin.qq.com/s/V8QHy_QkJhGr5YRIWaI5UQ?scene=1&click_id=1783000641,招满即止,,
2026-07-30,网易文创,能源/化工/环保,能源/化工/环保,日常实习,日常实习,民企,民企,27届-28届,27,28,本科,"运营实习生,微博运营实习生,视频策划实习生,答案如下内容实习生",北京,https://mp.weixin.qq.com/s/0iAxhQFepWRDszPDbUwNBQ?scene=1&click_id=955961925,https://mp.weixin.qq.com/s/0iAxhQFepWRDszPDbUwNBQ?scene=1&click_id=955961925,招满即止,,
2026-07-30,维信诺,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,27届,27,27,本科,产品开发类技术研发类数智化(AI)类工艺技术类市场营销类质量管理类智能制造类供应链管理类生产计划类项目管理类职能类厂务环安类,"合肥,苏州,廊坊,广州,北京",https://mp.weixin.qq.com/s/b4Koxr7taIrnzfkO4AVAAg,https://app.mokahr.com/campus_apply/newvisionox/24735#/jobs?commitment=%E5%85%A8%E8%81%8C&zhineng=&page=1,招满即止,,
2026-07-30,湖南杰楚微半导体,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,27届,27,27,本科,"研发岗,PIE岗,工艺岗,设备岗,YE岗,IE岗,制造管理岗,厂务岗,质量岗,IT岗,PMC岗",长沙,https://mp.weixin.qq.com/s/z6XL-_wsEYUPYYUQHOWTEQ,https://mp.weixin.qq.com/s/z6XL-_wsEYUPYYUQHOWTEQ,招满即止,,
2026-07-30,Dymon Asia,金融,金融业,实习,实习,外企/合资,外企,27届,27,27,本科,"管理培训生,AI Fellowship Program,专业不限","上海,海外",https://mp.weixin.qq.com/s/pk1w97xqrowd8-4UObJvzw,https://dymon.careers.hibob.com/jobs/8f9edb3f-4f66-4d41-9901-48c854ecd738/apply,2026-09-30,2026-09-30,
2026-07-30,岚图汽车,机械/制造/汽车,汽车制造/维修/零配件,秋招,秋招,央国企,民企,27届,27,27,博士,"VLM/VLA大模型,车载数字人大模型,世界模型,数据科学,动力电池系统架构,智慧底盘系统架构","武汉,北京",https://mp.weixin.qq.com/s/TVyi3z3vltOtFRd367RGrw?scene=1&click_id=1844149298,https://hav4xarv6k.feishu.cn/share/base/form/shrcnC2bTwbIUr0TeH2ak6nODLb,招满即止,,
2026-07-30,安德里茨睿宇创（武汉）科技有限公司,机械/制造/汽车,机械/制造业,秋招,秋招,外企/合资,外企,26届-27届,26,27,本科,热能工程师 机械设备工程师 电气工程师仪表工程师,武汉,https://mp.weixin.qq.com/s/7odWLa0DOKQxoh1q51wSJA,https://mp.weixin.qq.com/s/7odWLa0DOKQxoh1q51wSJA,招满即止,,
2026-07-30,群核科技,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届-28届,27,28,本科,"科研算法,AI Infra工程师,AI产品经理","上海,杭州,宁波,合肥,临沂,武汉,成都",https://mp.weixin.qq.com/s/fk-knUUh3SxSUkYALFjvHg,https://app.mokahr.com/recommendation-recruitment/qunhemail/2834#/jobs,招满即止,,
2026-07-30,红树林基金会,农业/农林牧渔,农林牧渔,日常实习,日常实习,央国企,央国企,27届-28届,27,28,本科,"重建海上森林高级项目专员,生态公园副园长,保育数据库实习生,合作发展实习生",深圳,https://mp.weixin.qq.com/s/GSiujExORecTQqTzwLjn-A?scene=1,https://mp.weixin.qq.com/s/GSiujExORecTQqTzwLjn-A?scene=1,招满即止,,
2026-07-30,AAC瑞声科技-校园大使,智能硬件/机器人,智能硬件,秋招,秋招,民企,民企,27届-28届,27,28,本科,"校园招聘代言人,品牌推荐官,校园活动协作伙伴",全国,https://mp.weixin.qq.com/s/S5fhrOHtTF79kpl1MD9llg?scene=1,https://talent.aactechnologies.com/experienced/position/7634447096813455662/detail,招满即止,,
2026-07-30,江西省交投养护科技集团,交通运输/物流,交通/物流/仓储,日常实习,日常实习,央国企,央国企,27届,27,27,本科,传媒运营岗,南昌,https://www.jxrcrsksta.com/content/7343?categoryId=18,https://www.jxrcrsksta.com/content/7343?categoryId=18,招满即止,,
2026-07-30,疯狂剧本杀,互联网/软件/游戏,IT/互联网/游戏,日常实习,日常实习,民企,民企,26届-28届,26,28,本科,内容创作实习生,北京,https://mp.weixin.qq.com/s/_Yj9W-4jM98hGhvMwuAnTA?scene=1,https://mp.weixin.qq.com/s/_Yj9W-4jM98hGhvMwuAnTA?scene=1,招满即止,,
2026-07-30,上海光通信,电子/半导体/通信,通信/电子/半导体,秋招,秋招,央国企,央国企,27届,27,27,硕士,泰山计划 器件工程师 工艺集成工程师工艺工程师 设备工程师智能制造技术贝,上海,https://mp.weixin.qq.com/s/8lC0Xy9O4NW37w3XSmatUQ,https://app.mokahr.com/campus-recruitment/gtx/102188?locale=zh-CN#/jobs?page=1&anchorName=jobsList,招满即止,,
2026-07-30,三七互娱-校园大使,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届-28届,27,28,本科,"校招情报官,社交影响力者,创意策划师",全国,https://mp.weixin.qq.com/s/o9X_8gxUwMniw7DBQi92HQ?scene=1&click_id=1419258764,https://mp.weixin.qq.com/s/o9X_8gxUwMniw7DBQi92HQ?scene=1&click_id=1419258764,招满即止,,
2026-07-30,安永,咨询/财会/法律,咨询,秋招,秋招,外企/合资,外企,26届-27届,26,27,本科,"不限专业,大量岗位欢迎理工科,商科,人文社科等专业的学生加入!包括但不限干计算机类,大数据类,工程类,财会类,金融类,管理类,语言类,法律类等","北京,上海,香港,深圳,广州,澳门,长沙,成都,重庆,大连,海口,杭州,合肥,济南,昆明,南京,宁波,青岛,沈阳,全国",https://mp.weixin.qq.com/s/QbRqHK7hdwEV3QM8Oludpg,https://careers.ey.com.cn/campus-recruitment/ey/166374?locale=zh-CN/#/job/3f07f2cc-f41e-4a61-9203-7ff249953423,2026-10-16,2026-10-16,
2026-07-30,麦肯锡,咨询/财会/法律,财务/审计/税务,秋招,秋招,外企/合资,合资,27届,27,27,硕士,"咨询顾问(Associate),暑期咨询顾问(Associate Intern)","北京,香港,上海,深圳,台北",https://mp.weixin.qq.com/s/7fCIkrlnnChV4lekYuQOWg?scene=1&click_id=1874104603,http://www.mckinsey.com/careers/associate,招满即止,,
2026-07-30,蔚来,机械/制造/汽车,汽车制造/维修/零配件,秋招,秋招,民企,民企,25届-27届,25,27,本科,智能辅助驾驶方向 数字系统及智能车控方向智能座舱方向数智化及AI安全业务方向,"北京,上海,南京",https://mp.weixin.qq.com/s/7OfzROnYXaD87Jxm3-LhsA,https://nio.jobs.feishu.cn/campus/?keywords=&category=&location=&project=7383991896182343963&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=&spread=9W5KU9X,招满即止,,
2026-07-30,徐工集团,机械/制造/汽车,机械/制造业,暑期实习,暑期实习,央国企,央国企,26届,26,26,本科,国际化暑期实习生,徐州,https://mp.weixin.qq.com/s/UUEV0fUVXuRkfvLKgdrLlA?scene=1,https://mp.weixin.qq.com/s/UUEV0fUVXuRkfvLKgdrLlA?scene=1,招满即止,,
2026-07-30,南越王博物院,传媒/文化/出版,文化/传媒/广告/体育,日常实习,日常实习,事业单位,事业单位,27届-28届,27,28,本科,设计岗实习生,广州,https://mp.weixin.qq.com/s/Ipy2_QOWse3hH-1etJiGOg?scene=1,https://docs.qq.com/form/page/DQk1xcU1jRHFLSWxG,2026-07-31,2026-07-31,
2026-07-30,福州市城市排水有限公司,能源/化工/环保,能源/化工/环保,春招补招,春招补招,央国企,央国企,26届,26,26,本科,"运营专员,信息专员",福州,https://www.fzrsrc.cn/news/18_14604.html,https://www.fzrsrc.cn/news/18_14604.html,2026-08-08,2026-08-08,
2026-07-30,中船集团七二五所,机械/制造/汽车,机械/制造业,秋招提前批,秋招提前批,央国企,央国企,27届,27,27,硕士,"材料学,材料加工工程,材料科学与工程,高分子材料与工程,材料物理与化学,机械制造及自动化,机械工程,船舶与海洋结构物设计制造,水声工程,化工过程机械,热能工程,精密仪器及机械,测量计量技术及仪器","北京,上海,厦门,青岛,洛阳,三亚",https://mp.weixin.qq.com/s/dpoZkbKK0hMxiAi7EgD1pw,https://xiaoyuan.zhaopin.com/company/KA1511175220D90000001000,2026-08-09,2026-08-09,
2026-07-30,徐福记,消费品/零售/快消,快速消费品,日常实习,日常实习,外企/合资,合资,26届-28届,26,28,本科,HR实习生,东莞,https://mp.weixin.qq.com/s/6fx3tiE_kjFJ3aSaVU2ACQ?scene=1&click_id=1552973210,https://mp.weixin.qq.com/s/6fx3tiE_kjFJ3aSaVU2ACQ?scene=1&click_id=1552973210,招满即止,,
2026-07-30,MiniMax,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,研发类运营类产品/策划/项目类市/场类设计类职能/支持类,"北京,上海",https://vrfi1sk8a0.jobs.feishu.cn/379481/?keywords=&category=&location=&project=7495675705720965415&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,https://vrfi1sk8a0.jobs.feishu.cn/379481/?keywords=&category=&location=&project=7495675705720965415&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,招满即止,,
2026-07-30,森海,交通运输/物流,交通/物流/仓储,秋招,秋招,民企,民企,27届,27,27,本科,"航海类船员岗位（三副,三管轮,轮机实习生,甲板实习生等）","大连,上海,深圳,青岛,郑州",https://mp.weixin.qq.com/s/ICH_jNVUyecp08Xq9F2sQQ?scene=1&click_id=334309205,https://mp.weixin.qq.com/s/ICH_jNVUyecp08Xq9F2sQQ?scene=1&click_id=334309205,招满即止,,
2026-07-30,国家中医药管理局直属事业单位,政府/事业单位/公共服务,机构/组织/政府,春招补招,春招补招,事业单位,事业单位,24届-26届,24,26,本科,"党政办公室,综合统计处,健康医疗大数据处,计算机科学与技术,软件工程,计算机技术,人工智能,大数据技术与工程,统计学,应用统计,概率论与数理统计,应用数学,社会医学与卫生事业管理,公共管理,数据科学,大数据管理与应用",北京,https://www.mohrss.gov.cn/SYrlzyhshbzb/fwyd/SYkaoshizhaopin/zyhgjjgsydwgkzp/gxbyszpzl/202607/t20260728_581062.html,https://cstdccm.51trust.com/stdc/web/talentpool/#/login,2026-08-05,2026-08-05,
2026-07-30,好未来,教育培训/科研,教育/培训/科研,日常实习,日常实习,民企,民企,26届-27届,26,27,本科,"主播-高中品牌直播间,高中直播运营-例子直播间,小学英语业务拉新学科运营,留存策略运营,带货主播-教辅图书,直播运投,KABD,达人商务运营-学前,雅思授课教师-26届校招,课程顾问-励步上分,教师-励步上分,课程顾问-励步北分,教师-励步北分","北京,济南,武汉,上海",https://mp.weixin.qq.com/s/jxNfa5J8DxuMPj8CB_OhNQ?scene=1&click_id=1343918251,https://job.100tal.com/,招满即止,,
2026-07-30,龙蟠科技-校园大使,能源/化工/环保,能源/化工/环保,秋招,秋招,民企,民企,27届,27,27,本科,"校园大使,工艺管培生,质量管培生,研发管培生,战略管培生",全国,https://mp.weixin.qq.com/s/XVz2bCTGJOqXI_pP5BjDhA?scene=1,https://lopal.zhiye.com/campus/detail?jobAdId=597ecb5b-1ef2-46fd-a2cb-36827c83fdc9,招满即止,,
2026-07-30,忆元科技,电子/半导体/通信,通信/电子/半导体,日常实习,日常实习,民企,民企,26届-27届,26,27,本科,"数字设计工程师,数字验证工程师,算法工程师,FPGA开发工程师,C++工程师,芯片测试工程师,硬件工程师",北京,https://mp.weixin.qq.com/s/9MLwiGzyyabulN1bSqczLA?scene=1,https://mp.weixin.qq.com/s/9MLwiGzyyabulN1bSqczLA?scene=1,招满即止,,
